Hugo_Symbol,n
FURIN,9
FUS,9
FXR1,9
FXR2,9
FYB,9
GABRQ,9
GAK,9
GALNT5,9
GANC,9
GAP43,9
GARNL3,9
GAS6,9
GCM2,9
GDPD2,9
GHRHR,9
GK,9
GLB1,9
GLG1,9
GLIS3,9
GLYR1,9
GMEB1,9
GNAS-AS1,9
GOLGA2,9
GORAB,9
GPATCH2,9
GPHN,9
GPR101,9
GPR161,9
GPR162,9
GPR39,9
GPRC6A,9
GRHL3,9
GRID2IP,9
GRM5,9
GYS1,9
HACE1,9
HAUS6,9
HBP1,9
HDAC5,9
HDAC9,9
HEATR3,9
HEATR4,9
HELQ,9
HEXA,9
HHAT,9
HIF1A,9
HIRA,9
HK2,9
HNRNPUL1,9
HRC,9
HRG,9
HS3ST4,9
HSP90AA1,9
HSPA4,9
HSPA9,9
IBTK,9
IFT52,9
IFT80,9
IFT88,9
IGSF9B,9
IKBKB,9
IKZF3,9
IL27RA,9
IL7R,9
INO80,9
INO80D,9
INPP4B,9
INSIG2,9
INTS7,9
IP6K3,9
IPO4,9
ISLR,9
ITGA4,9
ITGAE,9
ITGB6,9
ITIH1,9
ITIH4,9
JADE2,9
JUP,9
KANK2,9
KCNF1,9
KCNK9,9
KCNV1,9
KIAA0020,9
KIAA1024,9
KIAA1279,9
KIAA1407,9
KIAA1467,9
KIAA1715,9
KIF15,9
KIF24,9
KIF5A,9
KIFAP3,9
KL,9
KLF10,9
KLF15,9
KLHL31,9
KLHL41,9
KPNA7,9
KRT2,9
KRT28,9
KRT85,9
L3MBTL2,9
LARS,9
LBR,9
LEPRE1,9
LIG1,9
LIN54,9
LLGL2,9
LRIT3,9
LRRC31,9
LRRC4B,9
LRRC66,9
LRRCC1,9
LRRN3,9
LRTM1,9
LY75,9
MAEL,9
MAGEA3,9
MAGEA4,9
MAGEA8,9
MAGEB16,9
MANBA,9
MAP3K19,9
MAP3K9,9
MAPKAP1,9
MARK2,9
MBNL3,9
MBOAT7,9
MCF2,9
MCM3,9
MCOLN1,9
MCOLN3,9
MCTP1,9
MDH1B,9
ME3,9
MED15,9
MEIS1,9
METAP2,9
MIER2,9
MLH1,9
MMEL1,9
MON2,9
MORN1,9
MR1,9
MRVI1,9
MTMR11,9
MUC15,9
MUC20,9
MUM1L1,9
MX1,9
MYLK2,9
MYO1C,9
MYO3B,9
MYRIP,9
N4BP2L2,9
NAA25,9
NAALAD2,9
NCAPD3,9
NCKAP1L,9
NCOA1,9
NCSTN,9
NDE1,9
NDST1,9
NDST3,9
NEO1,9
NFIA,9
NKAPL,9
NLGN1,9
NLK,9
NLN,9
NOA1,9
NOD1,9
NOL10,9
NOX1,9
NOX4,9
NR3C2,9
NRDE2,9
NRG1,9
NT5E,9
NTRK1,9
NVL,9
NXF3,9
OCSTAMP,9
OPA1,9
OR10G4,9
OR13G1,9
OR2G3,9
OR2T27,9
OR2T3,9
OR2W5,9
OR4D10,9
OR51E1,9
OR52K2,9
OR5A1,9
OR5L2,9
OR6A2,9
OR6K3,9
OR8H2,9
OR8K1,9
OSBPL11,9
P2RY11,9
PCDHGA11,9
PCDHGA12,9
PCDHGA5,9
PCDHGB2,9
PCDHGC3,9
PCOLCE2,9
PDE11A,9
PDPR,9
PEX5L,9
PFKP,9
PGAP2,9
PGM2,9
PHACTR3,9
PHEX,9
PHKB,9
PIAS4,9
PIGG,9
PIGR,9
PKD1L3,9
PLA2G4D,9
PLCH2,9
PLEKHA4,9
PLK4,9
PM20D1,9
PODN,9
POLA2,9
POLR1B,9
POTEM,9
PPEF2,9
PPFIA3,9
PPP1R3F,9
PPP3CA,9
PRAM1,9
PRAMEF2,9
PRDM16,9
PRDM4,9
PRELP,9
PREP,9
PRKAR1A,9
PRKG1,9
PRMT10,9
PRMT2,9
PRMT5,9
PRODH2,9
PRR12,9
PSEN2,9
PSG4,9
PSG8,9
PTBP3,9
PTPN12,9
PTPN21,9
PTPN7,9
PUS7,9
R3HDM1,9
RAB9B,9
RAD51AP2,9
RASGEF1C,9
RASGRP1,9
RBBP4,9
RBM28,9
RBM47,9
RBP3,9
RECK,9
REPS2,9
RFPL1S,9
RFX1,9
RFX5,9
RGS3,9
RGS4,9
RNF31,9
ROBO4,9
ROR2,9
RORC,9
RP2,9
RP5-1182A14.5,9
RPL12P1,9
RPLP0P2,9
RPS5,9
RRBP1,9
RSPH6A,9
RTN3,9
RUFY3,9
RUNX2,9
S1PR3,9
SAMD14,9
SASH1,9
SBNO2,9
SCAP,9
SCLT1,9
SCUBE1,9
SCYL1,9
SECISBP2,9
SEMA3E,9
SEMG2,9
SENP1,9
SERPINA9,9
SFI1,9
SGPL1,9
SH3D19,9
SHMT2,9
SHROOM3,9
SIGLEC10,9
SIK2,9
SIRPA,9
SKIL,9
SLC13A3,9
SLC18A1,9
SLC22A16,9
SLC22A2,9
SLC22A7,9
SLC22A9,9
SLC25A12,9
SLC25A14,9
SLC28A1,9
SLC30A1,9
SLC30A9,9
SLC34A2,9
SLC35B2,9
SLC36A1,9
SLC36A2,9
SLC37A2,9
SLC38A4,9
SLC38A9,9
SLC44A1,9
SLC4A11,9
SLC4A3,9
SLC4A7,9
SLC5A12,9
SLC5A9,9
SLC7A3,9
SLC9A6,9
SLFN5,9
SMAD2,9
SMEK1,9
SMG5,9
SMO,9
SMTNL1,9
SNED1,9
SNX27,9
SOGA2,9
SOX5,9
SP1,9
SP140L,9
SPACA1,9
SPAG6,9
SPATA17,9
SPATA31A6,9
SPECC1L,9
SPOP,9
SPRED2,9
SPRR2B,9
SRGAP3,9
SRRT,9
SSC5D,9
SSRP1,9
SSX2IP,9
STAU1,9
STK35,9
STON2,9
STRA6,9
SYNE3,9
SYNM,9
SYT11,9
SYT17,9
SYT6,9
TACC1,9
TAF3,9
TAOK2,9
TARBP2,9
TASP1,9
TBC1D23,9
TBC1D3P5,9
TBC1D5,9
TBC1D9B,9
TBX5,9
TCEB3,9
TCF7L2,9
TDRD9,9
TFAP4,9
TFCP2,9
TGFB3,9
TGFBI,9
TGM2,9
TGM6,9
TLE1,9
TM9SF3,9
TM9SF4,9
TMCO3,9
TMCO6,9
TMEM181,9
TMEM67,9
TMEM68,9
TMF1,9
TNFRSF11B,9
TNIP3,9
TNNI3,9
TNPO2,9
TNS1,9
TNS4,9
TOM1L1,9
TOR1AIP2,9
TOX4,9
TPH2,9
TPM2,9
TRAF3IP3,9
TRAF5,9
TRAPPC11,9
TRIM13,9
TRIM5,9
TRIM6-TRIM34,9
TRIM9,9
TROVE2,9
TRPV3,9
TTC17,9
TTC27,9
TTC39B,9
TTI1,9
TTYH2,9
TUBA1C,9
TUBB4A,9
TUBD1,9
TXNDC5,9
TYW1B,9
UBAP2,9
UBASH3A,9
UBE2Q1,9
UCK2,9
UGT2A2,9
ULK3,9
UMOD,9
UMPS,9
UNC5C,9
UPRT,9
USP13,9
USP25,9
USP36,9
USP37,9
UTP14A,9
VLDLR,9
VNN2,9
VPS45,9
WDR19,9
WDR47,9
WNK2,9
WNK4,9
WNT2B,9
WTAP,9
XBP1,9
XKR5,9
XKR6,9
XPNPEP3,9
XRCC4,9
XYLT1,9
ZBTB16,9
ZBTB24,9
ZBTB3,9
ZC3H12A,9
ZC3H12C,9
ZDHHC5,9
ZFAND4,9
ZFP28,9
ZHX1,9
ZKSCAN1,9
ZNF107,9
ZNF160,9
ZNF17,9
ZNF235,9
ZNF300,9
ZNF334,9
ZNF431,9
ZNF432,9
ZNF44,9
ZNF441,9
ZNF445,9
ZNF471,9
ZNF479,9
ZNF521,9
ZNF560,9
ZNF568,9
ZNF585A,9
ZNF630,9
ZNF646,9
ZNF652,9
ZNF681,9
ZNF733P,9
ZNF737,9
ZNF770,9
ZNF816,9
ZRANB1,9
ZSCAN21,9
ABCA2,8
ABCB6,8
ABCE1,8
ABCF3,8
ABI2,8
ABLIM1,8
AC004381.6,8
AC022596.6,8
ACAD11,8
ACCSL,8
ACOX1,8
ACOXL,8
ACTG2,8
ACTL6B,8
ACTR5,8
ACTRT1,8
ADAD1,8
ADAM2,8
ADAM20,8
ADAMTS4,8
ADCK3,8
ADD1,8
ADD3,8
ADH1C,8
ADRA1A,8
ADSS,8
AFAP1L2,8
AFTPH,8
AGMO,8
AGXT2,8
AHCY,8
AKAP1,8
AKR1C2,8
ALCAM,8
ALDH3B1,8
ALG10B,8
ALKBH8,8
ALOX12B,8
AMY2B,8
AMZ2,8
ANKRD13D,8
ANKRD34C,8
ANKRD35,8
ANKRD40,8
ANO3,8
ANO8,8
AP2B1,8
AP4M1,8
APAF1,8
APBB1IP,8
APBB3,8
API5,8
APLNR,8
APTX,8
ARAF,8
ARAP1,8
ARFGAP2,8
ARHGAP11A,8
ARHGAP22,8
ARHGAP30,8
ARHGAP39,8
ARHGEF5,8
ARL6IP6,8
ARMC8,8
ARMC9,8
ARPC4-TTLL3,8
ARSK,8
ASH2L,8
ATG4D,8
ATL3,8
ATP1B4,8
ATP4A,8
ATP6V0B,8
ATP6V1A,8
AWAT1,8
AXL,8
AZI1,8
B4GALNT2,8
BAG4,8
BAIAP2,8
BAIAP3,8
BANK1,8
BBS2,8
BBS7,8
BCL2L13,8
BFSP1,8
BHLHB9,8
BICC1,8
BIN1,8
BMP15,8
BMPER,8
BMS1,8
BMS1P4,8
BPIFB3,8
BPIFB4,8
BPIFC,8
BRD7,8
BRDT,8
BRE,8
BRPF1,8
BRSK2,8
C11orf63,8
C11orf84,8
C14orf80,8
C17orf104,8
C17orf80,8
C1orf106,8
C2orf78,8
C6orf222,8
CACNA2D1,8
CADM2,8
CALCA,8
CALCRL,8
CAMK2A,8
CAND1,8
CAPN10,8
CAPN14,8
CAPRIN1,8
CARD8,8
CARD9,8
CARF,8
CATSPER3,8
CATSPER4,8
CATSPERB,8
CBFA2T2,8
CBL,8
CBX1,8
CBX2,8
CC2D1A,8
CCDC129,8
CCDC13,8
CCDC132,8
CCDC146,8
CCDC173,8
CCDC18,8
CCDC30,8
CCDC33,8
CCDC65,8
CCDC66,8
CCDC74B,8
CCDC8,8
CCDC81,8
CCIN,8
CCNT1,8
CCT8,8
CD101,8
CD177,8
CD1D,8
CD200R1,8
CD47,8
CD72,8
CD96,8
CDC20,8
CDC27,8
CDH22,8
CDK19,8
CDRT1,8
CDYL,8
CEL,8
CENPC,8
CENPI,8
CEP68,8
CEP85L,8
CFHR3,8
CFHR4,8
CFLAR,8
CHAF1A,8
CHM,8
CHSY1,8
CHTOP,8
CKAP2L,8
CLCN1,8
CLCN2,8
CLDN10,8
CLDN16,8
CLEC14A,8
CLSTN3,8
CNKSR1,8
CNKSR3,8
CNOT10,8
CNOT6,8
CNST,8
CNTROB,8
COG2,8
COL15A1,8
COL23A1,8
COL28A1,8
COL9A3,8
COLEC12,8
CORO2A,8
CPA1,8
CPA6,8
CPQ,8
CPSF3,8
CR1L,8
CREM,8
CSAD,8
CSE1L,8
CSF3R,8
CTPS2,8
CUL1,8
CXorf30,8
CXorf58,8
CYP3A7,8
CYP4A22,8
CYP4F11,8
CYP4F2,8
CYP4F22,8
CYP4X1,8
CYP7A1,8
CYSLTR1,8
DACT2,8
DCAF5,8
DCAF8L2,8
DCP1A,8
DDI1,8
DDR1,8
DDX20,8
DDX21,8
DDX23,8
DDX24,8
DDX41,8
DDX53,8
DDX58,8
DEGS1,8
DENND2C,8
DEPDC4,8
DHX36,8
DHX37,8
DNAJB5,8
DPEP1,8
DPYS,8
DPYSL2,8
DRD5,8
DSC1,8
DSC3,8
DTX1,8
DYRK2,8
E2F1,8
E2F3,8
EBF2,8
ECEL1,8
ECHDC1,8
EDC4,8
EDNRB,8
EDRF1,8
EEF2K,8
EEPD1,8
EFHC2,8
EFR3A,8
EGF,8
EHD2,8
EHMT2,8
EIF2AK1,8
EIF3I,8
EIF4A3,8
ELFN1,8
ELL2,8
ELP2,8
EML1,8
EMR1,8
ENGASE,8
ENPEP,8
ENSA,8
ENTPD6,8
EPB41,8
EPHA1,8
EPHB4,8
EPHX2,8
EPS15L1,8
EPS8L1,8
EPX,8
ERC1,8
ERCC1,8
ERCC4,8
ESPN,8
ESPNP,8
ESYT2,8
ETV1,8
ETV5,8
EVI5,8
EVI5L,8
EWSR1,8
EXOC4,8
EXT1,8
EZR,8
F11R,8
FADS1,8
FAM111A,8
FAM122B,8
FAM178A,8
FAM179A,8
FAM188B,8
FAM194B,8
FAM217B,8
FAM45B,8
FAM49A,8
FAM63A,8
FAM69C,8
FANCB,8
FARP2,8
FARS2,8
FASTKD1,8
FBXL14,8
FBXL19,8
FBXO21,8
FBXO33,8
FCER1A,8
FCHSD2,8
FDPS,8
FER,8
FERMT1,8
FES,8
FEZ1,8
FGD1,8
FGF7,8
FGFR4,8
FILIP1L,8
FLT1,8
FLT3,8
FLYWCH1,8
FMO3,8
FNTB,8
FOXJ3,8
FOXP2,8
FOXRED1,8
FRRS1,8
FSCB,8
FUK,8
FZD6,8
G6PC2,8
GAA,8
GAB4,8
GABBR1,8
GABRA1,8
GABRR3,8
GALNT1,8
GALNT11,8
GALNT12,8
GALNT13,8
GALNT14,8
GALNT6,8
GALNT9,8
GBP5,8
GBP7,8
GCH1,8
GCNT1,8
GCNT2,8
GDI1,8
GDPD1,8
GFAP,8
GFM1,8
GFM2,8
GH2,8
GJA5,8
GK2,8
GLCE,8
GLT8D1,8
GLUL,8
GNAI2,8
GNB2L1,8
GNE,8
GP2,8
GPA33,8
GPAT2,8
GPLD1,8
GPR123,8
GPR126,8
GPR139,8
GPR155,8
GPR173,8
GPR75,8
GPR97,8
GRAMD1C,8
GRK4,8
GRM7,8
GRXCR1,8
GSDMB,8
GTDC1,8
GTF2I,8
GTF3C2,8
GTPBP4,8
GYS2,8
HBS1L,8
HCAR2,8
HDAC8,8
HEATR5A,8
HECTD2,8
HECTD3,8
HELB,8
HEPACAM2,8
HERC5,8
HGF,8
HIP1R,8
HIPK3,8
HIRIP3,8
HIST1H2BG,8
HIST2H2AC,8
HIST2H2BF,8
HLA-J,8
HLF,8
HLX,8
HMGA2,8
HMGCR,8
HMHA1,8
HNRNPH1,8
HNRNPH2,8
HNRNPR,8
HOXB2,8
HOXB3,8
HP1BP3,8
HSPBAP1,8
HTR5A,8
IDE,8
IFI44,8
IGDCC4,8
IGHM,8
IGSF8,8
IKZF1,8
IL10RB,8
IL1RL1,8
IL3RA,8
INCENP,8
ING1,8
INHBA,8
INTS10,8
IPPK,8
IQGAP1,8
IQUB,8
IRAK2,8
ITGA7,8
ITGB1,8
ITGB8,8
ITIH3,8
ITM2A,8
IVNS1ABP,8
JAK2,8
JPH1,8
KBTBD8,8
KCNAB1,8
KCNQ1,8
KCP,8
KCTD19,8
KDM2B,8
KHSRP,8
KIAA0408,8
KIAA0753,8
KIAA1324,8
KIAA1456,8
KIAA1683,8
KIDINS220,8
KIF11,8
KIF1C,8
KIFC3,8
KLHL14,8
KLHL8,8
KLHL9,8
KPNA5,8
KRAS,8
KRBA1,8
KRT1,8
KRT19,8
KRT24,8
KRT25,8
KRT36,8
KRT4,8
KRT5,8
KRT74,8
KRT75,8
KRT83,8
KRTAP10-9,8
L3MBTL3,8
L3MBTL4,8
LANCL2,8
LARGE,8
LARP4,8
LAS1L,8
LDHC,8
LDLR,8
LENG1,8
LGALS12,8
LGI1,8
LGR4,8
LILRA4,8
LILRA5,8
LILRA6,8
LILRB2,8
LILRP2,8
LIPE,8
LMBR1L,8
LMO7,8
LONRF3,8
LOXL2,8
LOXL3,8
LPPR1,8
LRIG1,8
LRP8,8
LRRC27,8
LRRC37B,8
LRRC42,8
LRRC43,8
LRRC48,8
LRRC8E,8
LRRIQ4,8
LRRN2,8
LSG1,8
LTK,8
LUZP1,8
LY9,8
LYN,8
LZTS1,8
MACROD2,8
MAGEB10,8
MAGEB4,8
MAGEC2,8
MAGED2,8
MAGEE2,8
MAGEL2,8
MAGIX,8
MAK,8
MAMDC4,8
MAP3K11,8
MAP7D3,8
MARC1,8
MARCH6,8
MASTL,8
MAZ,8
MB21D2,8
MBD1,8
MCMDC2,8
MELK,8
METTL2B,8
MEX3A,8
MIER1,8
MIPEP,8
MITF,8
MKL2,8
MKS1,8
MLLT3,8
MLTK,8
MMACHC,8
MMP14,8
MORC3,8
MPEG1,8
MPP7,8
MRGPRX1,8
MRPL38,8
MS4A14,8
MSH2,8
MSH4,8
MTA2,8
MTERFD3,8
MTMR14,8
MUC12,8
MUC3A,8
MUC7,8
MYBL1,8
MYNN,8
MYO1D,8
NAA15,8
NACA,8
NACAD,8
NAP1L2,8
NBN,8
NBPF14,8
NCAPD2,8
NCAPH,8
NCBP1,8
NCOA7,8
NDNF,8
NDRG1,8
NEK1,8
NELL2,8
NEURL4,8
NEUROD6,8
NHLRC2,8
NIPAL4,8
NKAP,8
NKRF,8
NLRP14,8
NLRX1,8
NMI,8
NMNAT2,8
NMT2,8
NOS1AP,8
NPAS3,8
NPHP1,8
NPHS1,8
NPY4R,8
NRG3,8
NTM,8
NTNG1,8
NUMB,8
NUP62,8
NUP85,8
NUTM1,8
NXF4,8
OCA2,8
OGG1,8
ONECUT2,8
OPLAH,8
OR10H1,8
OR10H2,8
OR10J3,8
OR10Z1,8
OR11L1,8
OR13C4,8
OR14A16,8
OR2AG1,8
OR2T1,8
OR4A5,8
OR4D6,8
OR4K2,8
OR4N2,8
OR52J3,8
OR5AL1,8
OR5D14,8
OR5I1,8
OR5M1,8
OR6B1,8
OR6K2,8
OR6P1,8
OR6S1,8
OR9G1,8
OS9,8
OSBPL6,8
OSCP1,8
OTC,8
OXCT2,8
P2RX2,8
P4HA1,8
PA2G4,8
PABPC4L,8
PACS1,8
PACSIN2,8
PADI2,8
PADI3,8
PAMR1,8
PANK4,8
PARP10,8
PARP8,8
PARPBP,8
PCBP2,8
PCDHB4,8
PCDHGA8,8
PCDHGB3,8
PCK1,8
PCSK2,8
PDCD4,8
PDCL2,8
PDCL3,8
PDE1A,8
PDILT,8
PDLIM3,8
PDPK1,8
PDXK,8
PEG10,8
PELI2,8
PGBD1,8
PGK1,8
PHC2,8
PHF21B,8
PHLDB3,8
PHLPP2,8
PIGQ,8
PIK3AP1,8
PIK3CG,8
PKD2,8
PKD2L2,8
PKN2,8
PLA1A,8
PLA2G4F,8
PLCB3,8
PLEKHA8,8
PLEKHG7,8
PLEKHH1,8
PLK1,8
PLS1,8
PML,8
PNISR,8
PNKD,8
PNKP,8
PNN,8
PNPLA7,8
PNPT1,8
POC1B,8
PODXL,8
POLDIP3,8
POLR2B,8
POLR3B,8
POLRMT,8
PPFIBP1,8
PPHLN1,8
PPIG,8
PPP1R21,8
PPP2R1A,8
PPP2R3C,8
PPP5C,8
PPP6R1,8
PRAMEF10,8
PRDM9,8
PRF1,8
PRICKLE2,8
PRKACG,8
PRKAG2,8
PRKCA,8
PRMT3,8
PRMT8,8
PROM2,8
PRPF3,8
PRPF4,8
PRPF40B,8
PRPF6,8
PRSS35,8
PSD4,8
PSMB11,8
PSMD3,8
PSMD4,8
PTAR1,8
PTPDC1,8
PTPN9,8
PURG,8
PVRL2,8
PVRL3,8
PWP2,8
QPCTL,8
R3HDM2,8
RAB11FIP4,8
RAB11FIP5,8
RAB30,8
RAB3GAP1,8
RABGAP1L,8
RALGDS,8
RANBP10,8
RAPGEF5,8
RARA,8
RARG,8
RASA1,8
RBBP5,8
RBBP8,8
RBM39,8
RDH5,8
REG1A,8
RETSAT,8
RFTN2,8
RGS12,8
RHOA,8
RHOBTB2,8
RMI1,8
RNASEL,8
RNF111,8
RNF113A,8
RNF148,8
ROPN1,8
RP11-112H10.4,8
RP11-262H14.1,8
RPAP1,8
RPS6KB1,8
RRM1,8
RRN3,8
RRN3P2,8
RTEL1-TNFRSF6B,8
RUFY2,8
RXRG,8
SAFB2,8
SAMD15,8
SAP130,8
SATB2,8
SCAND3,8
SCARB1,8
SCFD2,8
SCRIB,8
SCUBE3,8
SDR16C5,8
SEC14L5,8
SEMA4A,8
SENP6,8
SEPT3,8
SEPT4,8
SERAC1,8
SERINC5,8
SERPINA7,8
SERPINC1,8
SERPING1,8
SETD1A,8
SF3B4,8
SFT2D2,8
SGCD,8
SGCE,8
SGK1,8
SGSM2,8
SGSM3,8
SH2D1A,8
SH2D4B,8
SIGLEC12,8
SIMC1,8
SIRT2,8
SIX4,8
SKIV2L,8
SKOR1,8
SLAMF1,8
SLAMF7,8
SLC12A3,8
SLC12A9,8
SLC13A1,8
SLC16A14,8
SLC16A5,8
SLC20A1,8
SLC22A11,8
SLC22A12,8
SLC22A14,8
SLC24A4,8
SLC25A13,8
SLC25A20,8
SLC25A48,8
SLC26A7,8
SLC28A3,8
SLC2A9,8
SLC30A8,8
SLC38A1,8
SLC38A10,8
SLC38A2,8
SLC38A7,8
SLC3A1,8
SLC5A3,8
SLC6A14,8
SLC6A17,8
SLC6A6,8
SLC6A8,8
SLC6A9,8
SLC8A3,8
SLCO1B7,8
SLCO4A1,8
SLCO6A1,8
SLIT1,8
SMARCAL1,8
SMC3,8
SMCR8,8
SMYD1,8
SNAP25,8
SND1,8
SNRPD2,8
SNTG2,8
SNX17,8
SNX6,8
SORCS2,8
SOS1,8
SOX9,8
SPAM1,8
SPANXN2,8
SPARCL1,8
SPATA16,8
SPECC1,8
SPPL2C,8
SREK1,8
SRPK2,8
SRPR,8
SRSF11,8
ST3GAL3,8
ST6GALNAC6,8
STAC,8
STAM2,8
STEAP2,8
STK32A,8
STK33,8
STX17,8
STXBP1,8
STXBP2,8
SULT1B1,8
SUV39H1,8
SYDE1,8
SYN2,8
SYNJ2,8
SYNPR,8
SYNRG,8
SYP,8
SYT14,8
TACR1,8
TADA2A,8
TAF5,8
TAS2R1,8
TBATA,8
TBC1D22B,8
TBC1D2B,8
TBC1D9,8
TBCC,8
TBX19,8
TC2N,8
TEAD1,8
TEFM,8
TERT,8
TES,8
TEX11,8
TFIP11,8
TGFBR2,8
TGFBRAP1,8
TGM3,8
THBS3,8
TIA1,8
TIAM1,8
TIMM44,8
TLE3,8
TLK2,8
TM6SF2,8
TMC4,8
TMC8,8
TMEM117,8
TMEM189-UBE2V1,8
TMEM246,8
TMEM87B,8
TMPRSS9,8
TNFAIP6,8
TNFRSF21,8
TNKS2,8
TNPO1,8
TOP1,8
TOP2A,8
TOR1AIP1,8
TOR3A,8
TOX,8
TPD52,8
TPTE2,8
TRA2B,8
TRAP1,8
TRIM36,8
TRIM41,8
TRIM46,8
TRIM51,8
TRIM58,8
TRMT1,8
TROAP,8
TRPV6,8
TRUB1,8
TTC14,8
TTC23,8
TTC30B,8
TTC39A,8
TUBA1B,8
TUBA3E,8
TUBGCP3,8
TXNDC11,8
U2SURP,8
U91328.2,8
UBAP2L,8
UBE2O,8
UBE3A,8
UBE3B,8
UBQLN4,8
UGP2,8
ULK2,8
UNC45B,8
UNK,8
UPF1,8
UROC1,8
USHBP1,8
USP12,8
USP35,8
USP39,8
USP45,8
USP47,8
USP48,8
USP6NL,8
USP8,8
VAV1,8
VCP,8
VCX,8
VILL,8
VPS18,8
VPS33B,8
VSIG1,8
VSTM4,8
VWA7,8
VWCE,8
WBSCR22,8
WDR35,8
WDR37,8
WDR60,8
WDR82,8
WHSC1,8
WISP1,8
WIZ,8
WLS,8
WSB1,8
WT1,8
XRCC1,8
XYLT2,8
YY1AP1,8
ZBED5,8
ZBTB10,8
ZBTB14,8
ZBTB21,8
ZBTB38,8
ZBTB40,8
ZBTB5,8
ZC3H15,8
ZC4H2,8
ZCCHC5,8
ZFP36L2,8
ZFP37,8
ZFP69,8
ZFYVE16,8
ZFYVE19,8
ZIC3,8
ZIC4,8
ZIK1,8
ZKSCAN2,8
ZMIZ2,8
ZMPSTE24,8
ZMYM6,8
ZNF117,8
ZNF12,8
ZNF148,8
ZNF157,8
ZNF16,8
ZNF185,8
ZNF215,8
ZNF263,8
ZNF274,8
ZNF281,8
ZNF330,8
ZNF34,8
ZNF341,8
ZNF366,8
ZNF420,8
ZNF439,8
ZNF442,8
ZNF470,8
ZNF486,8
ZNF492,8
ZNF496,8
ZNF506,8
ZNF534,8
ZNF561,8
ZNF563,8
ZNF569,8
ZNF597,8
ZNF613,8
ZNF625,8
ZNF627,8
ZNF655,8
ZNF669,8
ZNF675,8
ZNF678,8
ZNF692,8
ZNF701,8
ZNF704,8
ZNF71,8
ZNF761,8
ZNF77,8
ZNF777,8
ZNF781,8
ZNF782,8
ZNF785,8
ZNF786,8
ZNF790,8
ZNF791,8
ZNF799,8
ZNF804A,8
ZNF81,8
ZNF823,8
ZNRF4,8
ZP2,8
ZPLD1,8
ZSCAN2,8
ZSCAN5A,8
ZSWIM3,8
ZSWIM6,8
ZXDC,8
AASDH,7
AASDHPPT,7
AASS,7
AATK,7
ABCD3,7
ABCF1,7
ABCG4,7
ABCG5,7
ABCG8,7
ABHD16A,7
AC116050.1,7
ACAP1,7
ACAP2,7
ACO2,7
ACOT11,7
ACPL2,7
ACRC,7
ACSM2A,7
ACSM3,7
ACTG1,7
ACTN1,7
ACTR3B,7
ACTR8,7
ADAM32,7
ADAMTSL4,7
ADAR,7
ADCK2,7
ADCY4,7
ADH5,7
ADORA1,7
ADRBK1,7
ADSL,7
AEBP2,7
AFAP1,7
AGAP7,7
AGBL5,7
AGGF1,7
AGK,7
AGRN,7
AHCYL2,7
ALAS2,7
ALLC,7
ALMS1P,7
ALOX15B,7
AMDHD1,7
AMY2A,7
ANGPTL1,7
ANKRD18A,7
ANKRD34B,7
ANKS1A,7
ANO10,7
AOC3,7
AP2A1,7
AP3B2,7
AP3M1,7
AP4B1,7
APEX2,7
APLP2,7
APOBEC3B,7
APPBP2,7
APPL2,7
AQR,7
ARHGAP9,7
ARHGEF18,7
ARHGEF25,7
ARHGEF38,7
ARMC2,7
ARPC1A,7
ARSB,7
ASB11,7
ASB12,7
ASB17,7
ASB5,7
ASB7,7
ASIC1,7
ASIC4,7
ASIC5,7
ASL,7
ASPG,7
ATCAY,7
ATF2,7
ATG16L1,7
ATG16L2,7
ATG3,7
ATG4A,7
ATP5F1,7
ATP6V0A1,7
ATP6V1B1,7
ATP6V1C1,7
ATP6V1G3,7
ATP8B4,7
ATRNL1,7
ATXN3,7
AVL9,7
B3GALTL,7
B4GALNT3,7
BCAS3,7
BCAT2,7
BCL2L11,7
BCO2,7
BCR,7
BCRP7,7
BDNF,7
BEND3,7
BID,7
BLK,7
BLVRA,7
BMP2K,7
BMP3,7
BORA,7
BRAF,7
BRAP,7
BRD1,7
BRD3,7
BRS3,7
BSX,7
BTBD1,7
BTBD19,7
BTD,7
BTN1A1,7
BTN2A1,7
BUB1B,7
C11orf57,7
C12orf50,7
C14orf166B,7
C15orf39,7
C16orf91,7
C19orf57,7
C1RL,7
C1S,7
C1orf85,7
C3orf52,7
C4orf50,7
C5orf34,7
C5orf45,7
C5orf51,7
C5orf54,7
C7orf31,7
C7orf62,7
CA9,7
CABLES2,7
CACNG7,7
CACTIN,7
CADM3,7
CALCOCO1,7
CALN1,7
CALR3,7
CAMK2B,7
CAMK2D,7
CAMKMT,7
CAMTA2,7
CANT1,7
CAPN11,7
CAPN12,7
CAPN6,7
CAPZA2,7
CASC4,7
CASQ1,7
CBS,7
CBX8,7
CC2D1B,7
CC2D2A,7
CCBL2,7
CCDC11,7
CCDC112,7
CCDC121,7
CCDC142,7
CCDC158,7
CCDC159,7
CCDC181,7
CCDC38,7
CCDC68,7
CCDC93,7
CCND2,7
CCNE2,7
CCNL2,7
CCT7,7
CD163,7
CD1C,7
CD34,7
CD38,7
CD5,7
CD68,7
CD69,7
CD84,7
CD86,7
CDC25B,7
CDC37,7
CDC42BPG,7
CDC6,7
CDCA7,7
CDCA7L,7
CDH13,7
CDH15,7
CDH18,7
CDHR4,7
CDK17,7
CDKL1,7
CDON,7
CEACAM18,7
